timestamp,phase_A_volt,phase_A_amp,phase_A_watt,phase_A_va,phase_A_var,phase_A_freq,phase_A_angle,phase_A_pf,phase_B_volt,phase_B_amp,phase_B_watt,phase_B_va,phase_B_var,phase_B_freq,phase_B_angle,phase_B_pf,phase_C_volt,phase_C_amp,phase_C_watt,phase_C_va,phase_C_var,phase_C_freq,phase_C_angle,phase_C_pf
2026-03-05 16:21:40.341,241.111,30.1193,7243.874,7262.09,-462.099,60.009,3.65,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05 16:21:41.484,241.11,30.1193,7243.814,7262.06,-462.241,60.009,3.65,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05 16:21:42.617,241.111,30.1193,7243.869,7262.08,-462.101,60.009,3.65,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05 16:21:43.750,241.109,30.1191,7243.822,7262.1,-461.803,60.009,3.65,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05 16:21:44.884,241.112,30.1191,7243.859,7262.07,-461.96,60.009,3.65,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
